CPU_Usage (%),Memory_Usage (%),Storage_Usage (GB),Network_Traffic (MB/s),Instance_Type,Cost
70,65,407,244,t2.small,153.17
15,26,408,825,t2.medium,147.86
26,30,431,595,t2.small,125.34
54,37,51,707,t2.medium,138.71
61,86,365,296,t2.small,163.37
40,29,58,590,t2.large,159.75
16,75,447,478,t2.small,136.73
69,26,370,657,t2.large,209.48
50,45,143,971,t2.large,197.98
67,16,405,474,t2.medium,158.64
37,64,99,381,t2.large,169.78
15,51,366,261,t2.small,103.42
64,75,199,508,t2.large,208.65
51,31,74,997,t2.medium,148.51
24,36,222,133,t2.micro,75.6
44,64,331,750,t2.micro,139.88
37,72,317,427,t2.micro,123.72
71,21,345,542,t2.medium,163.13
47,10,467,774,t2.medium,165.92
79,95,304,955,t2.small,203.58
62,36,476,594,t2.small,160.21
70,69,406,889,t2.micro,180.02
29,45,214,909,t2.large,190.07
52,21,355,716,t2.small,135.56
89,85,446,214,t2.micro,170.08
67,16,447,514,t2.medium,164.02
18,70,393,564,t2.large,194.1
11,56,305,465,t2.micro,97.1
30,97,295,608,t2.medium,168.41
79,68,110,436,t2.medium,160.67
24,56,235,887,t2.small,134.03
79,52,130,490,t2.micro,128.76
12,17,395,591,t2.small,106.18
93,37,489,728,t2.large,249.39
46,87,97,393,t2.large,185.28
39,64,294,421,t2.small,128.93
91,20,466,844,t2.small,177.82
40,69,403,122,t2.small,129.07
18,62,348,398,t2.large,176.37
56,40,173,557,t2.small,125.31
83,17,55,842,t2.small,130.89
43,19,271,482,t2.micro,100.5
20,68,58,806,t2.micro,102.87
67,67,419,249,t2.micro,143.76
52,87,224,950,t2.medium,190.38
41,87,298,455,t2.micro,134.27
93,55,276,636,t2.large,233.71
35,22,326,839,t2.medium,153.04
40,32,183,940,t2.micro,117.59
75,19,56,572,t2.medium,135.49
31,86,448,414,t2.medium,169.85
35,12,449,912,t2.medium,158.86
29,43,139,554,t2.micro,94.21
91,22,151,703,t2.large,205.91
26,32,119,831,t2.micro,96.41
75,21,457,232,t2.micro,132.29
48,32,294,386,t2.medium,139.35
17,52,116,290,t2.micro,74.93
83,49,306,948,t2.micro,170.06
77,50,104,214,t2.medium,140.1
38,56,116,426,t2.medium,127.43
37,96,305,223,t2.medium,153.29
89,34,253,991,t2.micro,165.09
35,80,94,969,t2.small,142.89
47,43,377,504,t2.micro,128.69
74,58,359,425,t2.micro,146.95
87,65,122,335,t2.large,201.13
34,73,426,695,t2.medium,179.59
14,27,462,855,t2.micro,124.53
76,11,490,589,t2.micro,146.96
47,16,175,336,t2.medium,114.4
97,66,117,376,t2.large,213.8
73,15,481,279,t2.small,139.81
52,23,322,864,t2.medium,162.3
80,69,155,207,t2.large,200.06
59,93,167,534,t2.small,151.29
59,21,465,396,t2.micro,130.93
16,17,428,458,t2.micro,93.52
55,16,360,421,t2.small,121.31
99,17,229,958,t2.medium,187.94
89,24,397,939,t2.large,238.67
85,76,251,160,t2.small,151.23
61,45,258,513,t2.small,134.56
47,61,414,384,t2.micro,135.57
47,44,128,504,t2.small,113.84
53,39,299,262,t2.medium,141.87
73,68,206,183,t2.medium,154.71
60,81,314,794,t2.medium,193.49
47,87,168,988,t2.large,220.72
90,28,230,583,t2.medium,166.07
17,17,498,502,t2.small,115.42
61,36,294,724,t2.medium,166.19
71,56,60,470,t2.micro,117.99
87,50,239,120,t2.medium,155.21
33,98,215,741,t2.large,208.83
92,16,433,330,t2.micro,140.76
80,50,374,976,t2.small,184.09
37,94,137,656,t2.large,201.44
85,81,206,654,t2.large,233.23
37,38,388,693,t2.large,199.26
34,16,316,929,t2.medium,149.45
34,91,96,749,t2.small,137.74
47,18,370,780,t2.micro,133.09
63,39,456,923,t2.small,172.07
19,78,276,451,t2.small,121.99
77,93,117,786,t2.small,169.71
85,48,253,524,t2.medium,177.79
13,45,153,126,t2.small,73.05
40,65,429,968,t2.large,234.73
23,34,312,761,t2.small,124.86
16,40,478,465,t2.medium,144.33
26,33,250,918,t2.micro,114.91
96,29,434,428,t2.small,165.74
71,87,438,577,t2.large,245.19
80,96,306,203,t2.large,225.42
74,28,102,496,t2.large,181.31
65,30,152,567,t2.small,125.14
37,71,489,754,t2.micro,157.71
37,43,332,854,t2.large,204.46
23,10,146,202,t2.large,122.05
76,91,422,542,t2.small,187.06
72,19,381,896,t2.small,163.8
36,51,278,462,t2.large,184.5
11,96,262,366,t2.small,123.87
80,95,139,661,t2.micro,159.89
37,33,67,568,t2.small,97.59
37,23,473,388,t2.large,183.4
83,25,57,906,t2.micro,131.21
25,81,176,233,t2.small,106.85
26,49,342,852,t2.medium,163.69
22,86,73,721,t2.large,180.4
99,86,280,721,t2.micro,186.63
63,22,73,106,t2.small,90.59
36,73,116,516,t2.medium,137.63
23,35,148,904,t2.small,115.14
61,78,300,493,t2.micro,147.99
82,30,211,978,t2.small,163.73
84,97,392,554,t2.small,193.34
16,86,91,201,t2.large,153.08
84,88,367,370,t2.micro,171.48
21,92,102,245,t2.medium,124.6
53,18,328,807,t2.micro,130.0
33,15,141,734,t2.micro,90.58
50,20,344,124,t2.micro,96.7
27,88,177,343,t2.small,114.87
85,29,157,938,t2.large,212.6
58,54,487,197,t2.small,145.93
31,79,364,101,t2.small,122.5
19,38,157,190,t2.small,75.65
91,10,105,668,t2.small,132.91
18,88,248,773,t2.micro,130.67
60,29,485,342,t2.micro,134.32
85,32,463,603,t2.small,173.75
68,93,200,460,t2.medium,177.94
42,80,172,990,t2.small,155.62
54,10,137,806,t2.small,118.11
15,67,231,540,t2.small,115.27
17,12,215,667,t2.micro,83.44
19,47,139,591,t2.small,100.44
69,30,490,128,t2.medium,158.63
50,69,458,679,t2.small,166.58
39,60,337,471,t2.small,132.59
85,10,190,170,t2.large,174.08
68,52,420,280,t2.small,149.31
79,73,261,465,t2.large,221.48
16,46,432,793,t2.small,137.6
97,41,79,886,t2.medium,183.5
96,98,372,156,t2.small,181.23
86,71,286,281,t2.small,159.34
11,34,384,541,t2.medium,129.04
12,69,122,181,t2.medium,104.5
43,97,187,849,t2.micro,149.0
42,33,99,891,t2.large,177.37
64,21,249,816,t2.small,140.69
69,17,154,682,t2.micro,118.09
29,65,258,743,t2.micro,127.12
88,83,80,851,t2.medium,195.72
87,16,328,463,t2.micro,138.53
81,84,272,617,t2.small,177.79
44,43,328,443,t2.large,187.91
89,86,486,270,t2.micro,176.56
69,96,205,900,t2.medium,200.87
20,65,186,819,t2.medium,145.94
29,73,466,381,t2.small,142.12
78,30,220,593,t2.large,201.69
21,58,250,300,t2.medium,122.39
71,76,453,916,t2.large,257.66
39,19,345,390,t2.large,167.11
75,63,301,204,t2.micro,134.39
81,28,447,903,t2.micro,170.45
75,13,165,328,t2.micro,102.56
84,64,327,663,t2.small,173.96
93,18,76,157,t2.micro,102.3
47,78,245,237,t2.small,132.6
58,85,80,988,t2.large,221.6
41,83,76,222,t2.large,167.27
29,71,398,960,t2.micro,154.19
31,12,300,728,t2.small,111.34
38,16,419,150,t2.micro,93.11
27,54,90,764,t2.small,113.22
19,51,256,167,t2.micro,84.01
34,33,96,304,t2.medium,106.32
85,88,368,364,t2.large,239.37
74,21,267,117,t2.medium,133.61
58,61,62,469,t2.medium,142.19
12,84,298,248,t2.small,116.02
24,94,104,706,t2.large,190.63
85,16,320,376,t2.large,200.31
71,85,440,427,t2.small,175.05
73,20,110,237,t2.large,164.43
67,49,229,789,t2.large,213.42
41,79,258,612,t2.medium,163.6
28,36,416,142,t2.small,109.2
66,40,359,419,t2.large,202.19
23,13,176,247,t2.micro,64.4
71,19,220,235,t2.micro,103.87
48,63,177,551,t2.large,190.21
47,28,103,926,t2.micro,112.57
98,39,249,525,t2.micro,153.55
63,45,337,520,t2.micro,136.79
51,56,472,147,t2.micro,129.02
71,90,340,638,t2.medium,203.04
54,66,250,901,t2.small,160.9
55,86,342,330,t2.medium,167.65
75,59,85,297,t2.large,183.43
67,14,185,498,t2.micro,109.05
22,10,124,527,t2.large,140.12
38,28,411,211,t2.large,174.81
72,25,148,438,t2.micro,111.68
46,32,363,540,t2.micro,119.44
67,59,443,332,t2.large,215.08
73,16,290,208,t2.large,176.31
47,63,481,632,t2.micro,156.65
63,90,173,788,t2.medium,186.24
29,71,127,178,t2.large,157.1
15,61,451,803,t2.micro,134.86
68,56,469,560,t2.large,235.55
64,83,387,444,t2.medium,191.13
61,67,413,402,t2.medium,179.79
34,47,447,492,t2.micro,125.08
68,21,261,462,t2.micro,116.81
77,21,430,502,t2.micro,142.95
55,74,468,640,t2.large,238.1
54,12,476,579,t2.medium,160.02
74,65,196,846,t2.large,222.9
54,61,156,574,t2.micro,121.44
27,24,349,163,t2.medium,114.06
62,83,418,777,t2.large,246.71
18,64,115,276,t2.small,88.75
51,97,223,315,t2.small,142.56
53,29,207,879,t2.small,135.78
14,34,327,628,t2.medium,131.76
33,27,427,203,t2.micro,98.06
59,49,296,256,t2.medium,149.95
72,31,202,185,t2.micro,103.55
31,89,56,814,t2.medium,150.25
75,90,223,457,t2.small,165.63
19,24,71,130,t2.medium,78.07
98,40,85,424,t2.large,198.6
80,20,211,792,t2.large,210.19
99,24,190,862,t2.micro,155.94
55,32,336,582,t2.large,199.08
54,42,485,886,t2.small,171.48
13,85,368,576,t2.medium,156.37
32,52,190,222,t2.large,160.52
96,18,125,757,t2.large,207.56
40,63,355,733,t2.large,211.98
58,27,269,449,t2.small,128.71
48,11,390,511,t2.small,122.56
29,70,150,366,t2.micro,97.11
96,51,279,254,t2.medium,174.39
76,57,250,552,t2.medium,173.59
29,45,336,414,t2.medium,139.8
78,46,199,398,t2.large,199.46
43,10,189,128,t2.large,143.27
77,32,123,959,t2.micro,138.13
91,64,158,944,t2.medium,199.05
93,81,483,361,t2.micro,180.29
53,81,415,435,t2.medium,179.85
97,14,448,968,t2.micro,179.07
50,13,393,101,t2.small,106.74
54,30,409,203,t2.large,182.8
60,20,341,568,t2.micro,121.19
78,85,167,474,t2.medium,175.81
49,68,92,734,t2.micro,124.06
32,86,116,522,t2.micro,110.5
60,33,112,624,t2.small,118.6
41,86,432,357,t2.micro,143.4
46,31,123,772,t2.micro,110.35
79,58,364,497,t2.micro,149.67
61,22,90,676,t2.small,117.21
27,93,444,914,t2.large,232.17
79,70,247,455,t2.medium,176.35
61,26,376,718,t2.large,207.25
30,38,397,533,t2.large,187.98
75,63,96,323,t2.medium,148.95
99,83,392,235,t2.small,179.53
15,34,228,785,t2.small,108.95
55,78,321,563,t2.medium,176.5
94,96,391,421,t2.medium,213.32
60,46,445,856,t2.small,175.09
25,27,182,957,t2.small,120.79
24,53,59,128,t2.micro,62.55
45,52,247,243,t2.micro,103.17
73,21,439,626,t2.micro,147.42
37,23,105,738,t2.small,101.5
66,65,433,650,t2.large,233.97
95,38,357,342,t2.medium,177.07
23,31,105,138,t2.medium,88.94
51,46,125,709,t2.medium,147.85
75,96,144,832,t2.small,176.4
75,47,367,952,t2.medium,197.86
75,63,69,403,t2.medium,150.68
99,63,89,529,t2.small,155.69
65,89,110,725,t2.medium,176.4
34,92,258,508,t2.large,198.68
79,70,423,554,t2.medium,197.64
41,94,173,264,t2.small,130.62
98,93,198,553,t2.micro,173.99
34,43,424,338,t2.medium,144.79
51,76,102,457,t2.large,185.94
74,61,174,866,t2.medium,185.31
52,41,137,620,t2.micro,111.89
88,61,84,982,t2.medium,190.56
84,67,366,579,t2.micro,171.37
73,35,325,983,t2.micro,157.5
29,74,138,769,t2.medium,149.24
51,72,268,997,t2.micro,160.54
70,93,380,214,t2.medium,184.16
35,80,409,774,t2.micro,153.12
36,71,153,568,t2.small,125.68
28,34,296,563,t2.small,117.22
18,62,317,312,t2.micro,102.06
15,90,56,516,t2.medium,123.35
40,27,321,404,t2.micro,101.75
79,83,164,566,t2.small,161.67
30,29,66,236,t2.medium,90.68
15,83,457,229,t2.large,190.59
34,95,297,722,t2.large,221.03
42,74,475,844,t2.medium,191.92
41,16,76,483,t2.medium,107.2
87,26,104,894,t2.micro,139.98
10,97,117,510,t2.small,113.76
37,82,169,618,t2.micro,122.02
54,46,418,873,t2.small,164.07
14,66,111,230,t2.micro,76.79
14,85,120,414,t2.large,162.79
54,21,162,934,t2.micro,122.48
51,87,225,620,t2.large,210.59
29,10,404,692,t2.micro,108.09
44,12,250,134,t2.micro,75.1
44,28,158,202,t2.small,92.15
23,70,495,598,t2.medium,168.94
76,50,68,814,t2.micro,136.9
93,45,136,705,t2.medium,176.96
29,34,206,943,t2.micro,113.97
55,40,253,155,t2.medium,133.1
35,48,101,680,t2.medium,130.61
96,57,365,610,t2.micro,169.63
92,27,170,369,t2.micro,124.0
94,18,382,611,t2.small,164.55
67,23,68,516,t2.medium,130.01
18,32,401,815,t2.large,191.0
38,50,130,579,t2.small,113.69
20,67,352,421,t2.micro,112.41
94,96,230,769,t2.medium,215.96
75,36,77,159,t2.micro,94.91
33,79,99,694,t2.large,188.3
74,65,79,197,t2.medium,140.78
49,26,459,668,t2.large,207.95
31,69,151,150,t2.small,96.95
76,57,435,416,t2.small,162.63
22,30,202,673,t2.small,103.41
18,85,413,759,t2.micro,143.48
17,95,124,177,t2.medium,121.7
98,50,77,932,t2.small,164.92
53,11,431,147,t2.large,172.63
30,90,293,274,t2.medium,146.98
48,19,278,941,t2.large,201.44
36,72,343,753,t2.medium,173.97
30,40,425,630,t2.micro,127.22
98,13,236,355,t2.large,199.47
76,11,119,981,t2.small,137.4
41,96,416,275,t2.medium,172.58
96,18,186,136,t2.large,181.46
47,67,392,374,t2.large,205.77
62,73,346,488,t2.medium,178.32
50,25,497,363,t2.small,133.27
83,79,489,293,t2.micro,173.35
30,93,382,108,t2.medium,152.64
56,48,214,727,t2.small,141.18
30,31,191,484,t2.small,102.65
41,63,251,363,t2.micro,115.37
17,83,479,279,t2.medium,155.06
11,10,288,705,t2.micro,87.05
37,68,202,415,t2.small,123.2
29,57,158,688,t2.medium,143.6
25,54,56,355,t2.large,148.75
81,66,264,702,t2.micro,162.78
52,13,112,513,t2.micro,92.04
55,97,71,230,t2.small,124.04
38,73,265,636,t2.large,201.54
88,80,416,996,t2.small,213.4
33,60,361,998,t2.medium,179.84
72,20,341,380,t2.micro,125.75
23,19,136,619,t2.medium,113.76
57,61,302,313,t2.small,135.93
20,28,306,645,t2.medium,129.27
41,78,149,230,t2.micro,104.07
94,67,359,993,t2.medium,227.44
25,61,483,132,t2.large,181.38
63,20,292,887,t2.large,207.73
18,80,142,335,t2.medium,121.9
27,98,486,297,t2.medium,173.39
71,81,430,109,t2.large,220.74
14,57,466,751,t2.large,203.01
36,35,303,925,t2.small,136.97
29,25,382,614,t2.large,184.14
81,29,325,975,t2.micro,163.99
36,57,181,966,t2.small,136.61
36,34,174,523,t2.small,104.24
34,93,458,130,t2.small,139.68
99,47,201,931,t2.large,238.03
59,19,159,127,t2.micro,86.01
83,11,149,399,t2.large,175.14
11,48,124,246,t2.micro,66.9
68,66,113,964,t2.medium,182.8
67,45,134,624,t2.medium,155.02
99,68,249,506,t2.medium,193.51
25,92,155,605,t2.medium,146.33
20,15,462,879,t2.small,132.88
48,75,396,975,t2.small,174.3
40,53,267,954,t2.large,208.52
52,67,488,887,t2.large,248.36
38,35,246,763,t2.large,186.8
88,52,360,386,t2.large,224.18
56,33,238,419,t2.large,179.07
43,94,319,405,t2.large,210.74
63,31,217,104,t2.small,107.93
77,67,360,937,t2.micro,181.76
14,86,273,761,t2.medium,157.12
35,71,421,904,t2.medium,188.04
71,57,380,939,t2.large,242.15
60,30,407,859,t2.micro,151.8
13,11,235,359,t2.medium,95.82
40,87,493,419,t2.medium,181.95
27,52,315,781,t2.micro,125.79
43,34,461,614,t2.micro,139.88
61,93,460,403,t2.medium,193.38
45,76,70,612,t2.micro,118.26
77,46,233,722,t2.medium,173.31
80,84,88,329,t2.medium,160.93
57,85,98,700,t2.large,208.19
64,61,132,631,t2.micro,130.34
32,57,256,713,t2.small,134.16
46,51,164,970,t2.small,141.29
12,47,479,417,t2.small,121.47
30,58,123,485,t2.medium,123.76
71,16,206,996,t2.medium,165.76
19,38,357,396,t2.small,107.57
17,58,470,317,t2.micro,115.78
57,76,464,121,t2.micro,140.79
83,98,258,447,t2.small,176.31
26,50,351,673,t2.large,192.4
85,66,438,233,t2.micro,158.68
49,51,475,439,t2.medium,165.52
30,87,166,638,t2.micro,125.44
75,73,83,752,t2.large,210.69
74,52,317,815,t2.small,170.61
75,87,149,664,t2.large,225.06
53,21,343,477,t2.small,126.58
77,75,360,392,t2.large,226.1
77,22,72,329,t2.large,168.33
42,44,345,867,t2.small,143.72
27,24,496,353,t2.medium,130.66
21,11,85,730,t2.large,148.07
27,22,370,818,t2.micro,117.81
49,82,321,617,t2.micro,152.43
88,13,455,599,t2.medium,180.67
93,62,193,978,t2.medium,206.78
59,85,64,926,t2.medium,176.4
31,69,296,892,t2.large,209.03
47,25,85,772,t2.large,174.07
62,36,101,844,t2.large,195.66
10,16,288,498,t2.medium,110.58
81,88,299,399,t2.medium,190.23
77,91,81,825,t2.large,227.91
56,26,123,131,t2.micro,80.22
12,15,335,651,t2.small,101.82
53,15,212,100,t2.micro,85.13
89,37,313,121,t2.micro,130.75
29,44,449,377,t2.medium,143.91
13,52,378,967,t2.small,143.03
40,16,413,466,t2.large,182.5
36,72,258,439,t2.medium,144.65
20,19,135,759,t2.micro,86.51
64,16,244,526,t2.medium,140.81
44,48,54,230,t2.small,93.45
63,87,377,551,t2.micro,164.9
71,23,474,398,t2.small,150.65
63,44,291,855,t2.large,220.02
45,29,340,402,t2.micro,108.05
81,46,497,139,t2.micro,147.52
86,37,111,927,t2.micro,146.82
61,48,70,706,t2.micro,118.7
74,70,153,173,t2.small,128.88
59,53,402,808,t2.medium,191.94
57,77,105,267,t2.small,121.17
67,73,485,816,t2.micro,180.29
64,63,91,666,t2.small,137.41
13,16,179,799,t2.medium,115.37
19,81,409,228,t2.small,121.74
32,18,51,169,t2.medium,86.88
16,55,124,498,t2.large,155.08
99,76,468,394,t2.large,255.28
71,95,472,609,t2.large,255.09
69,95,231,779,t2.micro,168.49
19,17,483,843,t2.medium,150.52
85,49,370,645,t2.small,170.46
67,21,455,204,t2.medium,153.29
78,18,474,246,t2.small,145.72
68,31,376,642,t2.large,216.85
21,34,86,210,t2.micro,62.03
19,82,279,325,t2.micro,109.16
20,85,368,604,t2.large,202.36
54,83,442,768,t2.medium,200.93
95,29,352,512,t2.medium,181.91
97,47,422,961,t2.large,263.05
11,23,474,171,t2.micro,85.85
17,93,219,255,t2.medium,132.37
12,95,362,903,t2.large,216.65
56,73,186,183,t2.medium,143.54
72,61,56,990,t2.micro,146.53
56,75,116,283,t2.medium,139.46
19,84,311,718,t2.medium,162.5
56,82,415,960,t2.small,190.36
92,99,113,415,t2.micro,150.42
99,99,234,777,t2.micro,189.01
66,75,149,948,t2.small,166.36
32,66,354,947,t2.medium,178.78
33,64,188,313,t2.micro,96.39
81,37,491,667,t2.small,176.66
31,87,263,721,t2.large,207.71
60,75,354,177,t2.medium,165.27
82,72,127,636,t2.medium,180.25
12,13,182,321,t2.medium,92.23
55,20,190,232,t2.large,157.53
88,64,285,330,t2.micro,149.27
82,58,139,521,t2.large,206.34
19,47,381,934,t2.small,140.33
23,92,82,603,t2.small,116.34
32,81,489,221,t2.small,144.38
57,77,359,435,t2.medium,173.82
42,94,161,973,t2.small,159.43
83,69,170,970,t2.medium,198.41
90,30,83,761,t2.micro,136.02
68,11,105,370,t2.large,161.32
47,74,261,771,t2.micro,141.54
52,95,256,826,t2.medium,191.48
23,14,243,230,t2.large,136.23
44,57,104,889,t2.large,197.06
24,46,433,372,t2.small,122.23
84,50,330,487,t2.micro,152.14
12,55,178,341,t2.large,149.53
82,11,178,507,t2.medium,145.01
37,73,345,709,t2.medium,173.24
54,71,461,916,t2.large,242.8
95,56,129,187,t2.micro,125.64
88,66,494,483,t2.small,188.44
29,18,425,565,t2.micro,112.48
28,99,236,929,t2.micro,149.62
49,51,61,602,t2.small,118.5
33,50,211,890,t2.medium,152.26
69,89,385,554,t2.micro,168.6
94,70,83,258,t2.large,204.31
82,32,498,438,t2.large,225.78
23,67,322,331,t2.large,175.55
63,29,357,709,t2.medium,169.68
72,23,174,585,t2.small,126.51
60,82,184,799,t2.micro,154.22
87,91,449,291,t2.large,247.73
83,35,126,605,t2.micro,128.26
26,57,76,955,t2.medium,139.31
49,94,78,679,t2.small,144.68
97,12,440,104,t2.micro,135.99
57,80,497,994,t2.small,198.83
90,89,148,899,t2.small,186.33
51,78,368,820,t2.micro,163.44
21,66,445,696,t2.medium,168.3
66,36,425,298,t2.large,199.39
72,75,212,890,t2.micro,163.45
87,39,478,796,t2.small,187.43
15,25,283,125,t2.large,136.51
22,52,254,573,t2.small,116.67
37,78,334,800,t2.small,158.99
15,23,232,379,t2.medium,106.58
86,63,163,476,t2.medium,173.04
39,94,144,370,t2.medium,148.77
24,74,259,719,t2.micro,125.64
25,58,360,717,t2.micro,130.28
44,24,421,747,t2.large,201.57
82,65,249,705,t2.small,167.37
80,59,406,446,t2.large,228.16
93,87,262,976,t2.large,264.8
17,87,257,164,t2.micro,99.16
55,95,162,273,t2.large,196.72
87,44,217,805,t2.large,223.99
65,63,258,864,t2.medium,189.67
87,65,285,859,t2.medium,203.2
83,42,136,555,t2.micro,130.5
57,60,267,391,t2.micro,126.55
80,84,112,259,t2.large,201.1
63,93,279,515,t2.small,165.98
21,44,65,233,t2.micro,65.95
98,38,326,163,t2.large,207.69
18,17,208,156,t2.micro,56.6
59,65,389,221,t2.medium,165.29
53,75,286,609,t2.large,212.25
55,63,201,984,t2.large,218.12
34,96,79,837,t2.medium,162.49
29,87,146,822,t2.medium,158.21
47,77,245,500,t2.micro,131.05
48,30,230,613,t2.micro,115.1
99,77,384,797,t2.micro,194.3
80,27,386,751,t2.small,164.87
68,63,182,689,t2.small,148.97
79,82,312,848,t2.micro,182.71
69,79,367,538,t2.large,230.34
70,28,203,538,t2.large,193.76
88,13,415,906,t2.large,233.45
45,11,421,798,t2.large,199.01
70,13,403,912,t2.medium,180.76
33,37,452,308,t2.small,122.44
42,56,310,619,t2.large,201.73
11,29,136,306,t2.micro,58.7
71,48,80,916,t2.small,146.67
30,51,113,156,t2.micro,72.36
97,65,373,512,t2.large,243.82
96,46,429,719,t2.large,252.7
33,87,139,277,t2.micro,102.02
14,86,456,848,t2.large,221.06
11,32,356,677,t2.medium,134.01
35,46,211,743,t2.small,125.03
29,72,286,267,t2.large,181.13
30,91,475,489,t2.large,215.89
91,68,148,913,t2.large,241.32
89,52,293,911,t2.micro,171.15
33,21,291,793,t2.small,123.43
11,75,289,909,t2.small,140.78
80,63,439,913,t2.large,255.36
83,65,461,145,t2.large,220.16
24,46,374,256,t2.small,107.34
18,69,336,719,t2.small,135.8
91,86,361,582,t2.small,189.64
54,47,226,450,t2.medium,148.25
20,98,140,197,t2.medium,125.96
84,54,106,612,t2.medium,166.35
73,97,77,804,t2.medium,185.98
15,63,416,751,t2.large,201.7
89,18,93,349,t2.small,115.88
30,21,150,641,t2.small,98.88
77,18,459,734,t2.small,165.96
67,34,191,137,t2.micro,101.05
87,64,407,790,t2.large,250.33
69,25,176,372,t2.large,178.78
70,12,378,843,t2.small,156.3
37,75,454,981,t2.large,240.72
35,44,158,512,t2.large,164.52
42,75,256,471,t2.large,192.46
16,46,425,273,t2.large,171.04
47,16,215,626,t2.large,169.26
76,14,295,147,t2.micro,105.69
34,91,212,249,t2.micro,112.88
81,49,356,979,t2.small,187.11
90,19,441,285,t2.small,147.86
32,94,490,260,t2.medium,171.56
91,95,170,149,t2.large,217.17
21,54,327,256,t2.small,107.84
86,58,474,598,t2.micro,177.92
84,65,323,429,t2.medium,188.86
54,44,256,644,t2.micro,121.16
28,17,150,964,t2.small,106.12
56,38,52,637,t2.small,115.62
78,48,84,476,t2.small,130.24
87,46,293,963,t2.medium,201.11
53,98,287,336,t2.large,210.45
30,90,454,129,t2.medium,159.31
38,99,85,619,t2.medium,155.94
54,80,301,175,t2.small,134.22
54,22,493,871,t2.medium,180.84
60,20,355,752,t2.micro,135.39
99,80,91,964,t2.large,243.83
72,28,62,755,t2.small,128.18
21,51,274,487,t2.micro,102.61
19,92,442,207,t2.medium,154.39
63,81,338,955,t2.small,187.75
88,22,196,733,t2.large,206.79
90,85,261,871,t2.micro,186.25
61,30,491,857,t2.medium,189.33
61,65,256,905,t2.micro,154.78
90,64,401,526,t2.small,179.53
80,69,183,861,t2.large,227.88
53,37,226,157,t2.micro,95.29
44,91,253,614,t2.large,212.9
81,66,185,392,t2.small,144.7
49,82,326,629,t2.micro,150.12
54,48,456,215,t2.large,195.49
69,34,348,264,t2.micro,125.87
18,28,239,368,t2.medium,109.25
80,20,218,420,t2.medium,151.41
94,26,214,398,t2.medium,161.46
78,17,82,449,t2.small,113.31
81,44,425,644,t2.small,172.95
97,58,446,660,t2.small,195.75
76,62,351,224,t2.medium,169.95
53,78,487,714,t2.micro,168.66
60,98,86,149,t2.small,128.33
13,46,482,972,t2.micro,137.93
17,13,421,295,t2.large,155.37
48,11,175,452,t2.small,98.95
91,49,137,972,t2.large,231.18
43,64,312,555,t2.micro,130.11
17,11,268,709,t2.medium,119.74
23,48,365,228,t2.large,165.49
80,89,290,841,t2.large,253.71
73,47,118,219,t2.small,115.7
26,66,53,868,t2.micro,110.78
81,11,337,355,t2.large,194.06
37,36,489,241,t2.micro,115.56
54,14,173,483,t2.large,166.88
30,52,450,328,t2.small,127.99
18,25,117,875,t2.micro,89.28
19,36,383,880,t2.medium,153.15
55,95,61,223,t2.small,126.0
96,62,443,993,t2.medium,231.77
60,66,267,650,t2.large,215.25
61,54,347,994,t2.large,234.97
39,81,83,335,t2.medium,128.54
64,57,419,212,t2.medium,167.48
85,54,71,146,t2.large,180.22
51,35,346,819,t2.small,143.64
79,53,221,606,t2.micro,141.75
63,19,385,372,t2.small,133.76
57,33,224,749,t2.small,139.48
47,48,305,343,t2.small,122.29
17,38,365,706,t2.small,125.33
69,35,439,460,t2.micro,138.09
77,12,313,188,t2.medium,142.37
13,20,305,154,t2.large,128.65
39,65,377,855,t2.large,220.76
21,86,341,982,t2.small,157.45
16,34,196,213,t2.large,141.98
42,55,155,427,t2.small,114.28
92,14,417,949,t2.small,178.61
41,59,432,510,t2.medium,166.05
74,79,263,936,t2.small,185.07
17,71,340,991,t2.micro,137.37
75,22,212,304,t2.large,182.6
62,46,218,147,t2.medium,134.6
75,85,244,120,t2.micro,134.64
17,59,344,335,t2.large,175.04
92,54,189,229,t2.medium,163.33
12,68,82,189,t2.medium,97.81
12,78,225,419,t2.large,170.35
19,15,182,226,t2.medium,90.1
12,38,361,259,t2.micro,83.77
71,65,415,647,t2.medium,195.74
46,67,73,140,t2.medium,117.27
99,16,328,223,t2.large,201.76
72,36,474,443,t2.medium,179.48
34,52,53,977,t2.small,123.03
30,43,98,917,t2.micro,108.13
25,36,475,776,t2.small,143.01
94,86,81,254,t2.large,207.75
63,19,469,973,t2.small,172.22
47,90,301,658,t2.large,221.78
14,67,167,109,t2.medium,105.1
33,70,193,592,t2.medium,147.42
95,46,181,624,t2.large,217.29
95,52,289,811,t2.small,183.05
58,82,372,348,t2.small,153.8
17,22,57,328,t2.small,65.49
70,92,79,964,t2.micro,159.97
40,52,408,637,t2.large,206.21
44,36,373,900,t2.micro,137.95
80,28,425,870,t2.medium,195.45
19,21,404,312,t2.medium,122.11
85,90,413,725,t2.micro,187.61
51,19,495,944,t2.medium,180.6
98,63,189,165,t2.micro,137.25
19,57,191,537,t2.medium,128.9
44,53,59,312,t2.micro,87.25
74,74,460,815,t2.micro,184.01
89,20,469,451,t2.large,220.07
51,97,200,186,t2.micro,126.99
79,88,368,733,t2.small,190.95
